interaction_id,team_id,employee_1,employee_2,interaction_type,date,duration_minutes,quality_score
INT001998,TEAM042,EMP0012,EMP0160,Discussion,2025-09-10,10,7.8
INT001999,TEAM042,EMP0012,EMP0327,Discussion,2025-09-29,30,6.2
INT002000,TEAM042,EMP0012,EMP0327,Collaboration,2025-08-20,3,6.0
INT002001,TEAM042,EMP0012,EMP0327,Discussion,2025-08-15,7,8.0
INT002002,TEAM042,EMP0012,EMP0327,Code Review,2025-06-22,56,4.0
INT002003,TEAM042,EMP0012,EMP0327,Mentoring,2025-09-16,80,8.8
INT002004,TEAM042,EMP0012,EMP0327,Collaboration,2025-10-03,11,6.4
INT002005,TEAM042,EMP0012,EMP0178,Brainstorming,2025-09-17,26,6.5
INT002006,TEAM042,EMP0012,EMP0178,Pair Programming,2025-10-03,22,6.1
INT002007,TEAM042,EMP0461,EMP0160,Mentoring,2025-10-01,28,5.5
INT002008,TEAM042,EMP0461,EMP0160,Code Review,2025-06-16,17,6.6
INT002009,TEAM042,EMP0461,EMP0160,Meeting,2025-08-18,28,9.3
INT002010,TEAM042,EMP0461,EMP0327,Code Review,2025-10-08,69,5.8
INT002011,TEAM042,EMP0461,EMP0327,Brainstorming,2025-08-18,18,8.7
INT002012,TEAM042,EMP0461,EMP0327,Mentoring,2025-10-01,103,6.6
INT002013,TEAM042,EMP0461,EMP0327,Brainstorming,2025-10-31,19,7.1
INT002014,TEAM042,EMP0461,EMP0327,Discussion,2025-08-18,31,9.4
INT002015,TEAM042,EMP0461,EMP0327,Pair Programming,2025-07-25,21,6.5
INT002016,TEAM042,EMP0461,EMP0327,Mentoring,2025-07-17,44,8.2
INT002017,TEAM042,EMP0461,EMP0327,Mentoring,2025-05-28,70,6.8
INT002018,TEAM042,EMP0461,EMP0327,Code Review,2025-08-29,23,8.5
INT002019,TEAM042,EMP0461,EMP0327,Meeting,2025-09-20,27,8.8
INT002020,TEAM042,EMP0461,EMP0178,Brainstorming,2025-11-01,7,5.5
INT002021,TEAM042,EMP0461,EMP0178,Collaboration,2025-06-04,32,8.3
INT002022,TEAM042,EMP0461,EMP0178,Collaboration,2025-08-31,9,7.4
INT002023,TEAM042,EMP0185,EMP0043,Collaboration,2025-09-09,12,6.8
INT002024,TEAM042,EMP0185,EMP0043,Code Review,2025-09-09,54,5.8
INT002025,TEAM042,EMP0185,EMP0043,Meeting,2025-05-16,84,5.7
INT002026,TEAM042,EMP0185,EMP0043,Meeting,2025-08-08,38,5.0
INT002027,TEAM042,EMP0185,EMP0043,Brainstorming,2025-05-15,8,6.8
INT002028,TEAM042,EMP0185,EMP0043,Code Review,2025-07-08,52,9.1
INT002029,TEAM042,EMP0185,EMP0412,Discussion,2025-06-06,41,7.1
INT002030,TEAM042,EMP0185,EMP0412,Pair Programming,2025-05-25,16,4.4
INT002031,TEAM042,EMP0185,EMP0412,Brainstorming,2025-09-21,11,8.4
INT002032,TEAM042,EMP0185,EMP0412,Discussion,2025-07-31,15,6.6
INT002033,TEAM042,EMP0185,EMP0412,Code Review,2025-07-09,81,5.9
INT002034,TEAM042,EMP0185,EMP0160,Meeting,2025-09-11,36,7.3
INT002035,TEAM042,EMP0185,EMP0160,Brainstorming,2025-07-26,19,6.6
INT002036,TEAM042,EMP0185,EMP0160,Pair Programming,2025-11-04,8,7.8
INT002037,TEAM042,EMP0185,EMP0160,Code Review,2025-07-25,28,8.3
INT002038,TEAM042,EMP0185,EMP0160,Code Review,2025-05-20,92,5.2
INT002039,TEAM042,EMP0185,EMP0160,Meeting,2025-09-16,68,7.5
INT002040,TEAM042,EMP0185,EMP0327,Brainstorming,2025-07-18,11,6.3
INT002041,TEAM042,EMP0185,EMP0327,Discussion,2025-06-03,21,5.9
INT002042,TEAM042,EMP0185,EMP0327,Pair Programming,2025-05-15,32,4.9
INT002043,TEAM042,EMP0043,EMP0160,Collaboration,2025-10-28,26,6.1
INT002044,TEAM042,EMP0043,EMP0160,Mentoring,2025-08-02,23,5.2
INT002045,TEAM042,EMP0043,EMP0160,Discussion,2025-08-19,5,5.7
INT002046,TEAM042,EMP0043,EMP0160,Mentoring,2025-06-04,45,7.3
INT002047,TEAM042,EMP0043,EMP0160,Collaboration,2025-06-14,5,8.2
INT002048,TEAM042,EMP0043,EMP0160,Collaboration,2025-06-23,11,8.4
INT002049,TEAM042,EMP0043,EMP0160,Mentoring,2025-05-27,20,8.4
INT002050,TEAM042,EMP0043,EMP0160,Collaboration,2025-10-29,9,6.4
INT002051,TEAM042,EMP0043,EMP0160,Discussion,2025-10-11,13,7.2
INT002052,TEAM042,EMP0043,EMP0327,Code Review,2025-10-28,33,9.4
INT002053,TEAM042,EMP0043,EMP0327,Collaboration,2025-06-28,4,5.9
INT002054,TEAM042,EMP0043,EMP0327,Mentoring,2025-07-29,67,7.6
INT002055,TEAM042,EMP0043,EMP0327,Collaboration,2025-10-28,24,4.5
INT002056,TEAM042,EMP0043,EMP0327,Collaboration,2025-07-31,5,7.5
INT002057,TEAM042,EMP0412,EMP0327,Discussion,2025-07-18,1,4.0
INT002058,TEAM042,EMP0412,EMP0327,Brainstorming,2025-08-22,3,6.5
INT002059,TEAM042,EMP0412,EMP0327,Discussion,2025-08-26,14,7.1
INT002060,TEAM042,EMP0412,EMP0327,Discussion,2025-09-26,11,9.0
INT002061,TEAM042,EMP0412,EMP0327,Collaboration,2025-08-24,35,8.7
INT002062,TEAM042,EMP0327,EMP0178,Discussion,2025-05-26,9,8.4
INT002063,TEAM042,EMP0327,EMP0178,Mentoring,2025-10-15,65,8.0
INT002064,TEAM042,EMP0327,EMP0178,Meeting,2025-07-02,27,7.2
INT002065,TEAM042,EMP0327,EMP0178,Brainstorming,2025-09-22,38,5.8
INT002066,TEAM042,EMP0327,EMP0178,Mentoring,2025-06-11,36,7.9
INT002067,TEAM043,EMP0479,EMP0357,Discussion,2025-07-30,6,7.5
INT002068,TEAM043,EMP0479,EMP0357,Discussion,2025-08-17,13,8.7
INT002069,TEAM043,EMP0479,EMP0357,Code Review,2025-11-01,22,6.8
INT002070,TEAM043,EMP0479,EMP0282,Discussion,2025-09-17,2,6.9
INT002071,TEAM043,EMP0479,EMP0282,Pair Programming,2025-10-15,13,5.4
INT002072,TEAM043,EMP0479,EMP0282,Mentoring,2025-08-17,29,5.4
INT002073,TEAM043,EMP0479,EMP0282,Mentoring,2025-05-25,57,5.1
INT002074,TEAM043,EMP0479,EMP0282,Mentoring,2025-09-27,26,6.5
INT002075,TEAM043,EMP0479,EMP0319,Discussion,2025-05-11,17,8.9
INT002076,TEAM043,EMP0479,EMP0319,Pair Programming,2025-05-29,22,3.9
INT002077,TEAM043,EMP0479,EMP0319,Collaboration,2025-10-17,29,8.1
INT002078,TEAM043,EMP0479,EMP0319,Mentoring,2025-08-01,25,4.3
INT002079,TEAM043,EMP0479,EMP0498,Discussion,2025-09-28,10,7.6
INT002080,TEAM043,EMP0479,EMP0498,Discussion,2025-06-20,1,8.7
INT002081,TEAM043,EMP0479,EMP0498,Brainstorming,2025-10-27,1,5.9
INT002082,TEAM043,EMP0357,EMP0282,Collaboration,2025-08-14,14,5.3
INT002083,TEAM043,EMP0357,EMP0282,Brainstorming,2025-05-23,7,7.4
INT002084,TEAM043,EMP0357,EMP0282,Code Review,2025-09-30,19,7.5
INT002085,TEAM043,EMP0357,EMP0282,Code Review,2025-10-01,67,7.5
INT002086,TEAM043,EMP0357,EMP0282,Discussion,2025-10-25,11,7.3
INT002087,TEAM043,EMP0357,EMP0378,Pair Programming,2025-07-16,1,6.0
INT002088,TEAM043,EMP0357,EMP0378,Code Review,2025-05-31,46,8.3
INT002089,TEAM043,EMP0357,EMP0378,Code Review,2025-10-08,25,6.8
INT002090,TEAM043,EMP0357,EMP0378,Meeting,2025-09-17,26,8.3
INT002091,TEAM043,EMP0357,EMP0378,Brainstorming,2025-06-01,2,4.3
INT002092,TEAM043,EMP0357,EMP0378,Meeting,2025-09-04,64,8.8
INT002093,TEAM043,EMP0357,EMP0319,Collaboration,2025-07-03,25,6.1
INT002094,TEAM043,EMP0357,EMP0319,Collaboration,2025-11-06,51,6.8
INT002095,TEAM043,EMP0357,EMP0319,Code Review,2025-07-04,42,6.0
INT002096,TEAM043,EMP0357,EMP0319,Collaboration,2025-09-13,5,8.4
INT002097,TEAM043,EMP0357,EMP0498,Meeting,2025-07-17,24,7.0
INT002098,TEAM043,EMP0357,EMP0498,Collaboration,2025-06-07,6,7.9
INT002099,TEAM043,EMP0357,EMP0498,Code Review,2025-11-06,47,4.7
INT002100,TEAM043,EMP0357,EMP0498,Pair Programming,2025-06-20,2,7.8
INT002101,TEAM043,EMP0357,EMP0498,Mentoring,2025-06-02,21,7.0
INT002102,TEAM043,EMP0357,EMP0498,Brainstorming,2025-06-18,9,7.0
INT002103,TEAM043,EMP0282,EMP0319,Meeting,2025-10-01,31,6.7
INT002104,TEAM043,EMP0282,EMP0319,Pair Programming,2025-05-24,19,7.1
INT002105,TEAM043,EMP0282,EMP0319,Code Review,2025-10-29,37,7.2
INT002106,TEAM043,EMP0282,EMP0319,Mentoring,2025-10-30,18,9.0
INT002107,TEAM043,EMP0282,EMP0319,Brainstorming,2025-06-13,43,6.5
INT002108,TEAM043,EMP0282,EMP0319,Pair Programming,2025-06-06,18,6.4
INT002109,TEAM043,EMP0282,EMP0153,Meeting,2025-10-16,28,2.3
INT002110,TEAM043,EMP0282,EMP0153,Discussion,2025-10-11,5,8.1
INT002111,TEAM043,EMP0282,EMP0153,Code Review,2025-09-23,19,7.3
INT002112,TEAM043,EMP0282,EMP0153,Pair Programming,2025-05-19,19,8.2
INT002113,TEAM043,EMP0378,EMP0153,Code Review,2025-06-17,58,7.0
INT002114,TEAM043,EMP0378,EMP0153,Mentoring,2025-07-14,36,7.2
INT002115,TEAM043,EMP0378,EMP0498,Meeting,2025-10-29,12,8.8
INT002116,TEAM043,EMP0378,EMP0498,Pair Programming,2025-08-23,21,6.0
INT002117,TEAM043,EMP0378,EMP0498,Discussion,2025-08-05,1,9.3
INT002118,TEAM043,EMP0378,EMP0498,Brainstorming,2025-10-21,8,5.9
INT002119,TEAM043,EMP0319,EMP0153,Meeting,2025-06-20,38,6.6
INT002120,TEAM043,EMP0319,EMP0153,Discussion,2025-08-25,27,8.8
INT002121,TEAM043,EMP0319,EMP0153,Meeting,2025-10-04,59,6.7
INT002122,TEAM043,EMP0319,EMP0153,Brainstorming,2025-05-14,41,8.6
INT002123,TEAM043,EMP0319,EMP0153,Pair Programming,2025-08-29,11,6.3
INT002124,TEAM043,EMP0319,EMP0153,Discussion,2025-06-26,9,6.6
INT002125,TEAM043,EMP0319,EMP0153,Code Review,2025-06-26,15,6.4
INT002126,TEAM043,EMP0319,EMP0153,Code Review,2025-05-13,87,4.3
INT002127,TEAM043,EMP0319,EMP0153,Meeting,2025-06-04,42,7.1
INT002128,TEAM043,EMP0319,EMP0153,Collaboration,2025-10-11,12,7.6
INT002129,TEAM043,EMP0319,EMP0153,Collaboration,2025-05-30,14,6.6
INT002130,TEAM043,EMP0153,EMP0498,Collaboration,2025-05-15,21,5.0
INT002131,TEAM043,EMP0153,EMP0498,Pair Programming,2025-05-11,13,7.1
INT002132,TEAM043,EMP0153,EMP0498,Collaboration,2025-07-21,11,7.1
INT002133,TEAM044,EMP0264,EMP0433,Collaboration,2025-06-13,27,4.0
INT002134,TEAM044,EMP0264,EMP0433,Code Review,2025-08-09,54,6.5
INT002135,TEAM044,EMP0264,EMP0433,Collaboration,2025-06-03,29,8.7
INT002136,TEAM044,EMP0264,EMP0433,Collaboration,2025-07-03,18,8.6
INT002137,TEAM044,EMP0264,EMP0433,Discussion,2025-05-30,33,3.5
INT002138,TEAM044,EMP0264,EMP0389,Collaboration,2025-09-22,15,7.9
INT002139,TEAM044,EMP0264,EMP0389,Mentoring,2025-09-09,50,8.5
INT002140,TEAM044,EMP0264,EMP0389,Code Review,2025-08-25,83,7.4
INT002141,TEAM044,EMP0264,EMP0389,Meeting,2025-11-07,35,8.4
INT002142,TEAM044,EMP0264,EMP0389,Discussion,2025-11-01,10,6.6
INT002143,TEAM044,EMP0264,EMP0389,Brainstorming,2025-05-31,25,3.7
INT002144,TEAM044,EMP0264,EMP0389,Mentoring,2025-10-08,42,5.9
INT002145,TEAM044,EMP0264,EMP0347,Pair Programming,2025-08-14,16,7.6
INT002146,TEAM044,EMP0264,EMP0347,Brainstorming,2025-06-17,7,6.7
INT002147,TEAM044,EMP0264,EMP0347,Code Review,2025-05-28,47,5.5
INT002148,TEAM044,EMP0264,EMP0347,Mentoring,2025-11-05,23,3.7
INT002149,TEAM044,EMP0264,EMP0347,Mentoring,2025-09-17,44,8.6
INT002150,TEAM044,EMP0264,EMP0347,Pair Programming,2025-08-27,33,8.2
INT002151,TEAM044,EMP0264,EMP0415,Collaboration,2025-07-01,34,8.0
INT002152,TEAM044,EMP0264,EMP0415,Brainstorming,2025-08-17,8,8.9
INT002153,TEAM044,EMP0264,EMP0415,Meeting,2025-11-06,40,7.0
INT002154,TEAM044,EMP0356,EMP0433,Collaboration,2025-06-15,2,4.5
INT002155,TEAM044,EMP0356,EMP0433,Brainstorming,2025-10-31,12,6.9
INT002156,TEAM044,EMP0356,EMP0433,Code Review,2025-09-24,26,6.6
INT002157,TEAM044,EMP0356,EMP0433,Brainstorming,2025-08-15,18,8.4
INT002158,TEAM044,EMP0356,EMP0433,Mentoring,2025-08-13,45,6.3
INT002159,TEAM044,EMP0356,EMP0389,Brainstorming,2025-07-09,5,8.3
INT002160,TEAM044,EMP0356,EMP0389,Mentoring,2025-10-29,26,7.2
INT002161,TEAM044,EMP0356,EMP0389,Discussion,2025-10-04,10,6.2
INT002162,TEAM044,EMP0356,EMP0389,Mentoring,2025-09-29,73,6.8
INT002163,TEAM044,EMP0356,EMP0389,Brainstorming,2025-07-13,0,6.9
INT002164,TEAM044,EMP0356,EMP0170,Discussion,2025-08-14,25,7.8
INT002165,TEAM044,EMP0356,EMP0170,Mentoring,2025-07-25,59,6.7
INT002166,TEAM044,EMP0356,EMP0170,Brainstorming,2025-10-24,14,5.9
INT002167,TEAM044,EMP0356,EMP0170,Pair Programming,2025-06-27,19,8.2
INT002168,TEAM044,EMP0356,EMP0170,Mentoring,2025-06-16,9,8.9
INT002169,TEAM044,EMP0356,EMP0170,Pair Programming,2025-05-18,23,8.0
INT002170,TEAM044,EMP0356,EMP0266,Code Review,2025-11-03,80,6.6
INT002171,TEAM044,EMP0356,EMP0266,Mentoring,2025-06-13,53,7.0
INT002172,TEAM044,EMP0356,EMP0266,Brainstorming,2025-08-15,22,4.2
INT002173,TEAM044,EMP0356,EMP0190,Pair Programming,2025-09-30,11,7.4
INT002174,TEAM044,EMP0356,EMP0190,Pair Programming,2025-10-31,33,6.4
INT002175,TEAM044,EMP0356,EMP0190,Mentoring,2025-08-03,44,9.8
INT002176,TEAM044,EMP0356,EMP0190,Brainstorming,2025-06-24,20,6.9
INT002177,TEAM044,EMP0356,EMP0190,Collaboration,2025-09-26,20,5.9
INT002178,TEAM044,EMP0356,EMP0190,Discussion,2025-06-05,31,4.8
INT002179,TEAM044,EMP0356,EMP0415,Brainstorming,2025-10-09,1,7.6
INT002180,TEAM044,EMP0433,EMP0389,Mentoring,2025-08-19,42,5.5
INT002181,TEAM044,EMP0433,EMP0389,Pair Programming,2025-10-30,11,5.9
INT002182,TEAM044,EMP0433,EMP0389,Meeting,2025-07-25,97,5.3
INT002183,TEAM044,EMP0433,EMP0170,Pair Programming,2025-09-08,18,9.2
INT002184,TEAM044,EMP0433,EMP0170,Brainstorming,2025-07-15,14,5.9
INT002185,TEAM044,EMP0433,EMP0135,Code Review,2025-08-22,93,7.3
INT002186,TEAM044,EMP0433,EMP0135,Pair Programming,2025-10-10,21,6.7
INT002187,TEAM044,EMP0433,EMP0135,Brainstorming,2025-10-29,23,7.4
INT002188,TEAM044,EMP0433,EMP0135,Meeting,2025-09-17,62,7.3
INT002189,TEAM044,EMP0433,EMP0135,Collaboration,2025-07-17,7,6.5
INT002190,TEAM044,EMP0433,EMP0347,Collaboration,2025-07-07,18,5.2
INT002191,TEAM044,EMP0433,EMP0347,Code Review,2025-09-29,25,6.6
INT002192,TEAM044,EMP0433,EMP0347,Discussion,2025-08-12,11,6.7
INT002193,TEAM044,EMP0433,EMP0347,Pair Programming,2025-06-26,46,9.0
INT002194,TEAM044,EMP0433,EMP0415,Brainstorming,2025-10-13,23,5.8
INT002195,TEAM044,EMP0433,EMP0415,Mentoring,2025-06-28,61,5.4
INT002196,TEAM044,EMP0433,EMP0415,Code Review,2025-10-05,125,6.8
INT002197,TEAM044,EMP0433,EMP0415,Discussion,2025-10-29,0,7.5
INT002198,TEAM044,EMP0433,EMP0139,Meeting,2025-06-27,27,7.0
INT002199,TEAM044,EMP0433,EMP0139,Pair Programming,2025-11-06,19,8.4
INT002200,TEAM044,EMP0433,EMP0139,Mentoring,2025-10-27,15,6.2
INT002201,TEAM044,EMP0389,EMP0135,Meeting,2025-10-27,33,6.8
INT002202,TEAM044,EMP0389,EMP0135,Brainstorming,2025-06-27,12,8.4
INT002203,TEAM044,EMP0389,EMP0135,Mentoring,2025-05-23,30,7.9
INT002204,TEAM044,EMP0389,EMP0135,Meeting,2025-08-20,34,8.9
INT002205,TEAM044,EMP0389,EMP0347,Mentoring,2025-08-20,41,5.3
INT002206,TEAM044,EMP0389,EMP0347,Pair Programming,2025-09-15,8,7.0
INT002207,TEAM044,EMP0389,EMP0347,Code Review,2025-09-17,55,7.4
INT002208,TEAM044,EMP0389,EMP0347,Pair Programming,2025-08-26,14,7.8
INT002209,TEAM044,EMP0389,EMP0347,Pair Programming,2025-06-24,4,7.3
INT002210,TEAM044,EMP0389,EMP0347,Mentoring,2025-07-18,41,9.1
INT002211,TEAM044,EMP0389,EMP0347,Pair Programming,2025-10-08,2,5.2
INT002212,TEAM044,EMP0389,EMP0347,Code Review,2025-09-30,58,8.8
INT002213,TEAM044,EMP0389,EMP0347,Meeting,2025-08-29,50,5.2
INT002214,TEAM044,EMP0389,EMP0190,Collaboration,2025-06-01,15,6.4
INT002215,TEAM044,EMP0389,EMP0190,Meeting,2025-06-29,57,8.3
INT002216,TEAM044,EMP0389,EMP0190,Collaboration,2025-09-16,17,7.0
INT002217,TEAM044,EMP0389,EMP0190,Collaboration,2025-08-10,27,7.8
INT002218,TEAM044,EMP0389,EMP0190,Pair Programming,2025-08-18,8,9.2
INT002219,TEAM044,EMP0389,EMP0415,Brainstorming,2025-05-11,17,7.6
INT002220,TEAM044,EMP0389,EMP0139,Code Review,2025-09-06,22,8.9
INT002221,TEAM044,EMP0389,EMP0139,Pair Programming,2025-10-20,12,9.4
INT002222,TEAM044,EMP0170,EMP0135,Meeting,2025-07-17,38,8.1
INT002223,TEAM044,EMP0170,EMP0135,Meeting,2025-10-05,6,8.2
INT002224,TEAM044,EMP0170,EMP0135,Mentoring,2025-07-10,46,9.0
INT002225,TEAM044,EMP0170,EMP0347,Meeting,2025-08-01,71,5.3
INT002226,TEAM044,EMP0170,EMP0190,Code Review,2025-07-30,26,9.8
INT002227,TEAM044,EMP0170,EMP0190,Collaboration,2025-05-11,11,7.9
INT002228,TEAM044,EMP0266,EMP0347,Pair Programming,2025-08-08,18,5.0
INT002229,TEAM044,EMP0266,EMP0347,Brainstorming,2025-08-14,46,7.3
INT002230,TEAM044,EMP0266,EMP0347,Mentoring,2025-09-18,21,7.5
INT002231,TEAM044,EMP0266,EMP0347,Brainstorming,2025-05-20,0,8.9
INT002232,TEAM044,EMP0266,EMP0347,Meeting,2025-06-24,96,7.5
INT002233,TEAM044,EMP0266,EMP0139,Meeting,2025-10-05,38,6.4
INT002234,TEAM044,EMP0266,EMP0139,Discussion,2025-05-13,3,4.1
INT002235,TEAM044,EMP0135,EMP0347,Mentoring,2025-08-20,46,6.7
INT002236,TEAM044,EMP0135,EMP0347,Mentoring,2025-05-27,46,5.2
INT002237,TEAM044,EMP0135,EMP0347,Discussion,2025-07-11,23,7.5
INT002238,TEAM044,EMP0135,EMP0347,Code Review,2025-09-09,79,7.8
INT002239,TEAM044,EMP0135,EMP0190,Pair Programming,2025-06-03,8,7.2
INT002240,TEAM044,EMP0135,EMP0190,Discussion,2025-08-06,17,7.7
INT002241,TEAM044,EMP0135,EMP0190,Mentoring,2025-09-22,58,5.4
INT002242,TEAM044,EMP0135,EMP0190,Pair Programming,2025-05-21,4,9.0
INT002243,TEAM044,EMP0347,EMP0190,Meeting,2025-10-31,15,8.4
INT002244,TEAM044,EMP0347,EMP0190,Meeting,2025-07-09,12,7.5
INT002245,TEAM044,EMP0347,EMP0190,Discussion,2025-08-10,24,5.7
INT002246,TEAM044,EMP0347,EMP0190,Brainstorming,2025-07-12,16,7.8
INT002247,TEAM044,EMP0347,EMP0415,Collaboration,2025-08-10,6,8.5
INT002248,TEAM044,EMP0347,EMP0139,Meeting,2025-06-30,9,9.4
INT002249,TEAM044,EMP0347,EMP0139,Brainstorming,2025-07-27,25,9.0
INT002250,TEAM044,EMP0347,EMP0139,Pair Programming,2025-10-11,33,6.0
INT002251,TEAM044,EMP0347,EMP0139,Mentoring,2025-06-18,50,4.6
INT002252,TEAM044,EMP0347,EMP0139,Brainstorming,2025-10-20,13,8.6
INT002253,TEAM044,EMP0190,EMP0415,Discussion,2025-07-12,18,6.9
INT002254,TEAM044,EMP0190,EMP0415,Discussion,2025-06-09,22,8.4
INT002255,TEAM044,EMP0190,EMP0415,Collaboration,2025-09-07,3,5.3
INT002256,TEAM044,EMP0190,EMP0139,Discussion,2025-09-28,12,6.5
INT002257,TEAM044,EMP0190,EMP0139,Meeting,2025-08-01,53,5.6
INT002258,TEAM044,EMP0190,EMP0139,Code Review,2025-08-12,50,7.5
INT002259,TEAM044,EMP0190,EMP0139,Collaboration,2025-05-14,19,8.7
INT002260,TEAM044,EMP0190,EMP0139,Brainstorming,2025-07-20,45,8.8
INT002261,TEAM044,EMP0190,EMP0139,Collaboration,2025-07-19,24,8.4
INT002262,TEAM045,EMP0435,EMP0285,Code Review,2025-09-08,26,8.2
INT002263,TEAM045,EMP0435,EMP0285,Mentoring,2025-05-22,17,9.0
INT002264,TEAM045,EMP0435,EMP0285,Mentoring,2025-10-19,14,7.3
INT002265,TEAM045,EMP0435,EMP0285,Brainstorming,2025-06-14,14,8.5
INT002266,TEAM045,EMP0435,EMP0489,Collaboration,2025-06-09,15,8.2
INT002267,TEAM045,EMP0435,EMP0489,Pair Programming,2025-07-12,8,8.1
INT002268,TEAM045,EMP0435,EMP0489,Meeting,2025-06-18,32,9.3
INT002269,TEAM045,EMP0435,EMP0489,Code Review,2025-07-17,91,9.5
INT002270,TEAM045,EMP0435,EMP0489,Discussion,2025-08-21,4,9.4
INT002271,TEAM045,EMP0435,EMP0202,Mentoring,2025-10-11,26,6.5
INT002272,TEAM045,EMP0435,EMP0202,Brainstorming,2025-06-08,21,7.7
INT002273,TEAM045,EMP0435,EMP0202,Pair Programming,2025-08-02,11,8.1
INT002274,TEAM045,EMP0435,EMP0202,Mentoring,2025-07-04,36,6.3
INT002275,TEAM045,EMP0435,EMP0377,Collaboration,2025-10-03,16,7.1
INT002276,TEAM045,EMP0435,EMP0377,Brainstorming,2025-05-29,7,7.4
INT002277,TEAM045,EMP0285,EMP0489,Mentoring,2025-10-01,40,6.2
INT002278,TEAM045,EMP0285,EMP0489,Discussion,2025-09-30,8,6.2
INT002279,TEAM045,EMP0285,EMP0489,Pair Programming,2025-06-24,42,5.8
INT002280,TEAM045,EMP0285,EMP0489,Collaboration,2025-07-31,25,5.7
INT002281,TEAM045,EMP0285,EMP0489,Discussion,2025-06-13,43,4.8
INT002282,TEAM045,EMP0285,EMP0489,Code Review,2025-09-18,38,6.0
INT002283,TEAM045,EMP0285,EMP0489,Pair Programming,2025-05-17,18,9.0
INT002284,TEAM045,EMP0285,EMP0202,Pair Programming,2025-05-18,14,6.8
INT002285,TEAM045,EMP0285,EMP0202,Mentoring,2025-07-19,38,5.0
INT002286,TEAM045,EMP0285,EMP0202,Meeting,2025-08-11,48,6.6
INT002287,TEAM045,EMP0285,EMP0399,Collaboration,2025-06-04,12,7.2
INT002288,TEAM045,EMP0285,EMP0399,Brainstorming,2025-07-27,23,5.7
INT002289,TEAM045,EMP0285,EMP0399,Brainstorming,2025-10-06,12,8.6
INT002290,TEAM045,EMP0285,EMP0399,Meeting,2025-08-24,44,7.4
INT002291,TEAM045,EMP0285,EMP0399,Collaboration,2025-08-05,10,4.9
INT002292,TEAM045,EMP0489,EMP0202,Brainstorming,2025-06-17,6,6.5
INT002293,TEAM045,EMP0489,EMP0202,Meeting,2025-08-08,17,4.9
INT002294,TEAM045,EMP0489,EMP0202,Brainstorming,2025-08-27,3,7.4
INT002295,TEAM045,EMP0489,EMP0202,Code Review,2025-10-31,68,9.4
INT002296,TEAM045,EMP0489,EMP0202,Mentoring,2025-07-20,11,8.5
INT002297,TEAM045,EMP0489,EMP0202,Discussion,2025-06-09,3,8.1
INT002298,TEAM045,EMP0489,EMP0202,Pair Programming,2025-05-31,19,3.6
INT002299,TEAM045,EMP0489,EMP0202,Discussion,2025-08-02,1,8.2
INT002300,TEAM045,EMP0489,EMP0202,Discussion,2025-08-02,7,6.1
INT002301,TEAM045,EMP0489,EMP0202,Code Review,2025-06-21,30,7.4
INT002302,TEAM045,EMP0489,EMP0377,Collaboration,2025-09-20,16,5.5
INT002303,TEAM045,EMP0489,EMP0377,Brainstorming,2025-08-01,48,5.1
INT002304,TEAM045,EMP0489,EMP0377,Brainstorming,2025-08-07,6,5.8
INT002305,TEAM045,EMP0202,EMP0399,Brainstorming,2025-08-26,10,6.2
INT002306,TEAM045,EMP0202,EMP0399,Code Review,2025-05-20,60,8.2
INT002307,TEAM045,EMP0202,EMP0399,Meeting,2025-10-04,24,8.6
INT002308,TEAM045,EMP0202,EMP0399,Mentoring,2025-10-20,76,6.2
INT002309,TEAM045,EMP0202,EMP0399,Code Review,2025-11-03,10,6.8
INT002310,TEAM045,EMP0399,EMP0377,Code Review,2025-07-19,62,5.6
INT002311,TEAM045,EMP0399,EMP0377,Code Review,2025-10-17,32,6.5
INT002312,TEAM045,EMP0399,EMP0377,Brainstorming,2025-05-27,20,7.7
INT002313,TEAM045,EMP0399,EMP0377,Brainstorming,2025-07-24,13,7.4
INT002314,TEAM045,EMP0399,EMP0377,Brainstorming,2025-07-14,9,7.1
INT002315,TEAM045,EMP0399,EMP0377,Collaboration,2025-05-13,10,5.1
INT002316,TEAM045,EMP0399,EMP0377,Collaboration,2025-07-22,7,7.6
INT002317,TEAM046,EMP0335,EMP0493,Discussion,2025-06-30,6,6.5
INT002318,TEAM046,EMP0335,EMP0493,Brainstorming,2025-06-19,38,8.8
INT002319,TEAM046,EMP0335,EMP0493,Discussion,2025-07-15,27,8.3
INT002320,TEAM046,EMP0335,EMP0493,Code Review,2025-08-09,16,5.9
INT002321,TEAM046,EMP0335,EMP0452,Meeting,2025-06-06,24,7.3
INT002322,TEAM046,EMP0335,EMP0452,Discussion,2025-06-13,12,8.2
INT002323,TEAM046,EMP0335,EMP0452,Mentoring,2025-09-08,16,5.8
INT002324,TEAM046,EMP0335,EMP0452,Pair Programming,2025-07-02,13,6.4
INT002325,TEAM046,EMP0335,EMP0116,Collaboration,2025-06-21,20,9.0
INT002326,TEAM046,EMP0335,EMP0116,Meeting,2025-08-06,30,5.4
INT002327,TEAM046,EMP0335,EMP0116,Collaboration,2025-10-29,1,8.4
INT002328,TEAM046,EMP0335,EMP0116,Mentoring,2025-07-07,45,3.0
INT002329,TEAM046,EMP0335,EMP0116,Meeting,2025-08-05,40,4.9
INT002330,TEAM046,EMP0335,EMP0099,Meeting,2025-05-15,33,7.5
